OG0036751	GO:0003677;GO:0005524;GO:0006270
OG0006513	GO:0008270
OG0027168	GO:0004672;GO:0005524;GO:0006468
OG0015655	GO:0009143;GO:0047429
OG0006807	GO:0005634;GO:0006355;GO:0003700;GO:0008270;GO:0005515
OG0022828	GO:0016779
OG0029791	GO:0003676
OG0007491	GO:0005515;GO:0000272;GO:0030246;GO:0004725;GO:0006470
OG0011779	GO:0003950;GO:0006471
OG0002536	GO:0004784;GO:0006801;GO:0046872;GO:0055114
OG0005937	GO:0008152;GO:0016787;GO:0006508
OG0028439	GO:0008375;GO:0016020
OG0021820	GO:0004672;GO:0005524;GO:0006468;GO:0001932;GO:0005952;GO:0008603;GO:0004692
OG0009749	GO:0008146;GO:0016021
OG0012536	GO:0016787
OG0001421	GO:0006470;GO:0008138;GO:0016311
OG0014503	GO:0005515
OG0017485	GO:0007165
OG0020501	GO:0005515
OG0006408	GO:0005525
OG0003706	GO:0070403
OG0004729	GO:0005488;GO:0005634;GO:0045892
OG0025341	GO:0005094;GO:0005737
OG0002605	GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0010678	GO:0005509
OG0016466	GO:0006744;GO:0055114
OG0003892	GO:0005515
OG0037470	GO:0016021;GO:0022900
OG0014455	GO:0007160
OG0014631	GO:0005509
OG0004256	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0011549	GO:0005515
OG0000956	GO:0016717;GO:0055114;GO:0006629
OG0007906	GO:0070403;GO:0008270
OG0031937	GO:0007030
OG0021739	GO:0003824;GO:0000290;GO:0016787
OG0004287	GO:0005515;GO:0046872
OG0015087	GO:0016021;GO:0055085;GO:0022857
OG0028590	GO:0004672;GO:0005524;GO:0006468
OG0032024	GO:0004559;GO:0006013;GO:0003824;GO:0005975;GO:0030246
OG0005192	GO:0005230;GO:0006811;GO:0016021;GO:0005216
OG0003565	GO:0005524;GO:0006457;GO:0051082
OG0012003	GO:0003735;GO:0005840;GO:0006412;GO:0005622
OG0004433	GO:0004525;GO:0006396
OG0016784	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0055085
OG0031285	GO:0005488
OG0022799	GO:0003735;GO:0005840;GO:0006412
OG0035301	GO:0006508;GO:0008236;GO:0005488
OG0015639	GO:0003824;GO:0008483;GO:0030170
OG0017418	GO:0005515
OG0021968	GO:0015074;GO:0003676
OG0022961	GO:0004177;GO:0006508;GO:0008235
OG0013886	GO:0004683;GO:0005516;GO:0006468
OG0005137	GO:0003723;GO:0003746;GO:0006452;GO:0043022;GO:0045901;GO:0045905
OG0034850	GO:0006891;GO:0017119
OG0013452	GO:0016021
OG0027532	GO:0005515
OG0034704	GO:0005515
OG0022546	GO:0016746
OG0024737	GO:0005515
OG0033908	GO:0008612
OG0013511	GO:0003993;GO:0046872;GO:0016787
OG0020177	GO:0035091
OG0010672	GO:0005488
OG0000690	GO:0004022;GO:0008152;GO:0055114
OG0000331	GO:0003712;GO:0004402;GO:0005634;GO:0006355;GO:0008270
OG0025054	GO:0004930;GO:0007186;GO:0016021
OG0032185	GO:0005515;GO:0005885;GO:0015629;GO:0030833;GO:0034314
OG0013300	GO:0003676
OG0016001	GO:0004930;GO:0007186;GO:0016021
OG0034331	GO:0071949;GO:0016491;GO:0055114
OG0005063	GO:0003676;GO:0015074
OG0006544	GO:0004602;GO:0006979;GO:0055114
OG0006072	GO:0005488
OG0022123	GO:0004605
OG0012662	GO:0005201
OG0031405	GO:0005515
OG0018334	GO:0005515;GO:0005509
OG0022401	GO:0003677;GO:0003899;GO:0006351;GO:0005634
OG0031648	GO:0003735;GO:0005840;GO:0006412
OG0009515	GO:0005515;GO:0005543
OG0031141	GO:0006811;GO:0016021
OG0016044	GO:0051260;GO:0005515
OG0027386	GO:0003677;GO:0005634;GO:0006367;GO:0032968;GO:0003824
OG0000185	GO:0003824
OG0008613	GO:0005515
OG0010834	GO:0005525
OG0001905	GO:0003676;GO:0005524
OG0024286	GO:0003824;GO:0008152
OG0035270	GO:0004842;GO:0005739;GO:0005829
OG0006574	GO:0042981
OG0010858	GO:0008270;GO:0005515;GO:0007165;GO:0042981;GO:0046872
OG0037107	GO:0006801;GO:0046872;GO:0055114
OG0021630	GO:0005525;GO:0003924
OG0009487	GO:0006464;GO:0003824;GO:0005524
OG0018441	GO:0005488
OG0023938	GO:0005737;GO:0006629;GO:0016021;GO:0016627
OG0012782	GO:0005515
OG0011964	GO:0005515
OG0003938	GO:0005515;GO:0003743;GO:0005852;GO:0006413;GO:0031369
OG0021266	GO:0006672;GO:0016021;GO:0016811
OG0009038	GO:0005488;GO:0000159;GO:0007165;GO:0019888
OG0019879	GO:0005515
OG0030129	GO:0004357;GO:0006750
OG0023066	GO:0005576;GO:0006030;GO:0008061
OG0000785	GO:0005515
OG0023352	GO:0006508;GO:0004222
OG0009321	GO:0004594;GO:0005524;GO:0015937
OG0010179	GO:0003924;GO:0005525;GO:0007264
OG0015614	GO:0000139;GO:0005351;GO:0008643;GO:0016021
OG0026653	GO:0004415;GO:0005975;GO:0003824
OG0013642	GO:0005337;GO:0006810;GO:0016021
OG0011244	GO:0004725;GO:0006470
OG0009435	GO:0003824;GO:0004553;GO:0005975
OG0022804	GO:0003676
OG0023094	GO:0005509
OG0023606	GO:0004385;GO:0006163
OG0014273	GO:0005960;GO:0019464
OG0020502	GO:0005515;GO:0004970;GO:0016020;GO:0005249;GO:0006813;GO:0008076
OG0010150	GO:0004930;GO:0007186;GO:0016021
OG0000883	GO:0003824
OG0008113	GO:0003777;GO:0007018;GO:0030286
OG0011884	GO:0003824;GO:0008152
OG0037567	GO:0004930;GO:0007186;GO:0016021
OG0027950	GO:0003676
OG0036891	GO:0000786;GO:0003677;GO:0005634;GO:0046982
OG0013136	GO:0008080
OG0010130	GO:0016021
OG0018985	GO:0005201;GO:0005509
OG0034222	GO:0003743;GO:0005737;GO:0005852
OG0029860	GO:0003677;GO:0005524;GO:0006270
OG0015846	GO:0007099
OG0020662	GO:0016021
OG0025151	GO:0005515
OG0036317	GO:0009512
OG0032740	GO:0004784;GO:0006801;GO:0046872;GO:0055114
OG0005810	GO:0005524
OG0028269	GO:0008191
OG0025427	GO:0005230;GO:0006811;GO:0016021;GO:0005216
OG0011295	GO:0004129;GO:0055114;GO:0005506;GO:0009055;GO:0009060;GO:0016021;GO:0020037;GO:0015002;GO:0016020
OG0003581	GO:0008137;GO:0048038;GO:0051539;GO:0055114;GO:0051536
OG0002819	GO:0008152;GO:0016627;GO:0055114
OG0000881	GO:0005509
OG0029170	GO:0006950
OG0002820	GO:0005272;GO:0006814;GO:0016020
OG0004491	GO:0016020;GO:0030001;GO:0046873;GO:0055085
OG0012915	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000
OG0004360	GO:0000166;GO:0003676;GO:0003887;GO:0003677;GO:0008408
OG0034263	GO:0003824;GO:0008152
OG0006140	GO:0004713;GO:0004871;GO:0005925;GO:0006468;GO:0007172
OG0023372	GO:0046872
OG0021887	GO:0003676
OG0023436	GO:0003676;GO:0003723;GO:0005634;GO:0006396;GO:0030529
OG0003088	GO:0005515
OG0022542	GO:0005515
OG0001826	GO:0051260;GO:0005515
OG0023229	GO:0043565
OG0010021	GO:0005515
OG0015298	GO:0016787;GO:0004452;GO:0008299
OG0017755	GO:0005515;GO:0007165
OG0029476	GO:0016021;GO:0055085;GO:0005215
OG0008941	GO:0004623;GO:0006644;GO:0050482;GO:0005509;GO:0016042
OG0037549	GO:0005515
OG0034980	GO:0004252;GO:0006508
OG0031537	GO:0005515
OG0002903	GO:0005515
OG0007944	GO:0003779;GO:0007010;GO:0051015
OG0022547	GO:0016746
OG0028493	GO:0004055;GO:0005524;GO:0006526
OG0002721	GO:0006801;GO:0046872;GO:0055114
OG0014999	GO:0005524;GO:0004496;GO:0005737;GO:0008299
OG0036250	GO:0016491;GO:0055114
OG0014470	GO:0003677;GO:0005634;GO:0006355
OG0005915	GO:0016021
OG0030061	GO:0004930;GO:0007186;GO:0016021
OG0027270	GO:0003824;GO:0009058;GO:0030170
OG0007852	GO:0005102;GO:0005576;GO:0007275;GO:0016055
OG0007050	GO:0005515;GO:0015031
OG0022911	GO:0005509;GO:0016020;GO:0007156
OG0034468	GO:0016491;GO:0055114
OG0017096	GO:0003676
OG0023716	GO:0004930;GO:0007186;GO:0016021
OG0000934	GO:0004514;GO:0009435
OG0032432	GO:0000398;GO:0005681
OG0007086	GO:0005868;GO:0007018
OG0020205	GO:0003676
OG0015638	GO:0008234
OG0009491	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0017458	GO:0004672;GO:0006468
OG0003628	GO:0005515
OG0006295	GO:0005488
OG0016790	GO:0003700;GO:0005634;GO:0006355;GO:0008270
OG0015024	GO:0005515
OG0014831	GO:0005102;GO:0005576;GO:0007275;GO:0016055
OG0021236	GO:0004672;GO:0005524;GO:0006468
OG0021221	GO:0007154;GO:0016021;GO:0055085;GO:0005432;GO:0006816;GO:0016020
OG0027898	GO:0004930;GO:0007186;GO:0016021;GO:0004983
OG0022713	GO:0016021
OG0007162	GO:0005230;GO:0006811;GO:0016021
OG0013114	GO:0005515;GO:0005249;GO:0006813;GO:0008076
OG0002574	GO:0005515;GO:0004842;GO:0016567;GO:0046872;GO:0008270
OG0037131	GO:0005488
OG0034606	GO:0055085
OG0021787	GO:0003924;GO:0005525
OG0000626	GO:0004649;GO:0005975
OG0014608	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0017331	GO:0006397
OG0008838	GO:0004965;GO:0007186;GO:0016021;GO:0004930
OG0019437	GO:0016021;GO:0016485;GO:0043085
OG0001695	GO:0016579;GO:0036459
OG0016966	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0037541	GO:0004601;GO:0006979;GO:0020037;GO:0055114
OG0001215	GO:0016021
OG0008520	GO:0005515
OG0013167	GO:0006810;GO:0016020;GO:0055085;GO:0005215;GO:0006811
OG0018119	GO:0003824
OG0037345	GO:0005515
OG0025488	GO:0004363;GO:0005524;GO:0006750;GO:0016874
OG0026669	GO:0005525;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0003924
OG0029116	GO:0005515
OG0023760	GO:0005506;GO:0016226;GO:0051536
OG0024209	GO:0005515
OG0026448	GO:0003924;GO:0005525
OG0004492	GO:0005743;GO:0006850
OG0005910	GO:0008237;GO:0004222;GO:0008270;GO:0006508
OG0007170	GO:0004045
OG0012966	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085
OG0018794	GO:0016627;GO:0050660;GO:0055114;GO:0008152
OG0020862	GO:0004930;GO:0007186;GO:0016021
OG0026530	GO:0016491;GO:0055114
OG0021605	GO:0005515
OG0021383	GO:0003677
OG0010271	GO:0004930;GO:0007186;GO:0016021
OG0034011	GO:0005515;GO:0004672;GO:0006468;GO:0004713
OG0037384	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003723
OG0030118	GO:0016798
OG0037049	GO:0015629;GO:0030042;GO:0003779;GO:0005622
OG0005393	GO:0008299
OG0035095	GO:0003677;GO:0006310;GO:0015074
OG0012412	GO:0003824;GO:0046872
OG0019311	GO:0005515
OG0003069	GO:0005515
OG0032789	GO:0004298;GO:0005839;GO:0051603;GO:0004175;GO:0006511;GO:0019773
OG0021616	GO:0006810;GO:0016021
OG0018332	GO:0005509
OG0016890	GO:0008152;GO:0006629
OG0035513	GO:0004367;GO:0005975;GO:0055114;GO:0006072;GO:0009331;GO:0016491
OG0007885	GO:0004252;GO:0006508
OG0015796	GO:0016787
OG0007160	GO:0003700;GO:0005634;GO:0006355;GO:0008270;GO:0043565
OG0019774	GO:0016491;GO:0055114
OG0008753	GO:0005179;GO:0005576
OG0010522	GO:0016021
OG0028973	GO:0019867
OG0024249	GO:0051260
OG0025463	GO:0005488
OG0031438	GO:0005272;GO:0006814;GO:0016020
OG0016585	GO:0004611;GO:0006094;GO:0017076
OG0005593	GO:0005515
OG0007297	GO:0005524;GO:0005515
OG0021318	GO:0005525
OG0009358	GO:0000184
OG0020673	GO:0005515
OG0011741	GO:0016579;GO:0036459
OG0034403	GO:0005524;GO:0015986;GO:0045261;GO:0046933;GO:0015992;GO:0046034
OG0020791	GO:0003676
OG0000392	GO:0003676;GO:0015074
OG0016887	GO:0003676
OG0035736	GO:0005515
OG0034515	GO:0003677
OG0035849	GO:0005515
OG0018428	GO:0016787;GO:0003824;GO:0005524;GO:0016810;GO:0006807
OG0012253	GO:0004609;GO:0008654
OG0014206	GO:0003676;GO:0015074
OG0003434	GO:0016020;GO:0005509;GO:0005576;GO:0007155
OG0034488	GO:0006744;GO:0016709;GO:0050660;GO:0055114;GO:0004497;GO:0071949;GO:0016491
OG0024690	GO:0005509
OG0019718	GO:0008092
OG0035721	GO:0003676
OG0031231	GO:0003676;GO:0003677;GO:0006310;GO:0015074;GO:0008270
OG0022152	GO:0016021
OG0031345	GO:0008318;GO:0018342
OG0012654	GO:0004252;GO:0006508
OG0001900	GO:0006629
OG0031868	GO:0001104;GO:0006357;GO:0016592
OG0031383	GO:0005515
OG0033969	GO:0055114;GO:0016491
OG0016594	GO:0034551;GO:0005524
OG0009029	GO:0003676;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0031307	GO:0006810;GO:0006886;GO:0016192;GO:0030131
OG0005520	GO:0006464;GO:0008641;GO:0016881
OG0001909	GO:0016021
OG0020341	GO:0004672;GO:0005524;GO:0006468
OG0013833	GO:0006355
OG0004582	GO:0006508;GO:0008234
OG0000425	GO:0005509
OG0022223	GO:0004930;GO:0007186;GO:0016021
OG0001318	GO:0016740
OG0001511	GO:0005509;GO:0016021;GO:0055085
OG0033235	GO:0005089;GO:0035023
OG0001062	GO:0005515
OG0006247	GO:0004930;GO:0016020
OG0009338	GO:0004252;GO:0006508
OG0025730	GO:0005515
OG0004822	GO:0006139;GO:0008168
OG0034932	GO:0005515;GO:0007165
OG0033047	GO:0005515
OG0035415	GO:0048786
OG0016548	GO:0004252;GO:0006508;GO:0008236
OG0034807	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0009703	GO:0005515;GO:0005488
OG0026764	GO:0005509
OG0003174	GO:0009058;GO:0030170;GO:0003824
OG0024928	GO:0005515
OG0037018	GO:0005515
OG0019081	GO:0005515
OG0015196	GO:0005488
OG0000291	GO:0005319;GO:0006869
OG0020728	GO:0006904;GO:0016192
OG0007241	GO:0004672;GO:0005524;GO:0006468
OG0004951	GO:0005515;GO:0000413;GO:0003755;GO:0006457
OG0025774	GO:0008152;GO:0016758
OG0002610	GO:0005975;GO:0016773
OG0003390	GO:0005975;GO:0016020;GO:0016758
OG0018597	GO:0000462;GO:0030515;GO:0005515;GO:0006396
OG0019052	GO:0016020
OG0010207	GO:0003676
OG0025516	GO:0003677
OG0025661	GO:0016788
OG0017964	GO:0003676
OG0015764	GO:0043531
OG0026955	GO:0008654;GO:0016020;GO:0016780
OG0013530	GO:0004930;GO:0007186;GO:0016021
OG0012261	GO:0004222;GO:0006508;GO:0016020;GO:0008237;GO:0008270
OG0002346	GO:0005509;GO:0016020;GO:0005515
OG0001120	GO:0005515
OG0032945	GO:0005515
OG0024029	GO:0046872
OG0027793	GO:0005515
OG0030625	GO:0015074;GO:0003676
OG0006103	GO:0005515
OG0006130	GO:0005525;GO:0016020
OG0003114	GO:0006508;GO:0008234
OG0028382	GO:0005515
OG0005020	GO:0005576;GO:0030414
OG0012813	GO:0016021;GO:0055085
OG0024405	GO:0044237;GO:0008705;GO:0009086;GO:0031419;GO:0046872;GO:0042558
OG0010527	GO:0030695
OG0024394	GO:0005515
OG0013716	GO:0003735;GO:0005840;GO:0006412;GO:0015934
OG0010614	GO:0003677;GO:0006355
OG0024809	GO:0000166;GO:0003677;GO:0003676;GO:0003887;GO:0008408;GO:0001882;GO:0006260
OG0000512	GO:0004930;GO:0007186;GO:0016021
OG0001472	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0004308	GO:0006605;GO:0006886;GO:0016020;GO:0015031;GO:0015450
OG0031144	GO:0016021
OG0021004	GO:0006364;GO:0032040
OG0019247	GO:0005524;GO:0016887
OG0015984	GO:0004601;GO:0006979;GO:0020037;GO:0055114
OG0003194	GO:0005488
OG0034988	GO:0005509;GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0018187	GO:0005509;GO:0016020;GO:0007156
OG0000706	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0043066
OG0008028	GO:0005515
OG0019439	GO:0005515
OG0020010	GO:0003677
OG0007214	GO:0005524;GO:0006298;GO:0030983
OG0017128	GO:0016853;GO:0005515
OG0010406	GO:0005675;GO:0006289;GO:0045737;GO:0061575
OG0003684	GO:0009607;GO:0016021
OG0029136	GO:0005515
OG0031449	GO:0005674;GO:0006366;GO:0006367
OG0000053	GO:0005622;GO:0008270
OG0006386	GO:0006464;GO:0003824;GO:0005524
OG0032428	GO:0005509
OG0002265	GO:0003676
OG0030370	GO:0005634;GO:0005737
OG0034686	GO:0005525;GO:0003924
OG0027234	GO:0005515
OG0003396	GO:0004252;GO:0006508
OG0020996	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0023409	GO:0005515
OG0000611	GO:0005524
OG0005818	GO:0016491;GO:0055114
OG0036969	GO:0003735;GO:0005840;GO:0006412
OG0020610	GO:0046872
OG0032661	GO:0004252;GO:0006508
OG0028432	GO:0003700;GO:0006355
OG0029071	GO:0003676
OG0029909	GO:0003824;GO:0008152
OG0014609	GO:0006508;GO:0008234
OG0002298	GO:0005515
OG0037464	GO:0005576
OG0027422	GO:0004930;GO:0007186;GO:0016021
OG0003810	GO:0005515;GO:0035556
OG0021761	GO:0003735;GO:0005840;GO:0006412
OG0026675	GO:0004672;GO:0005524;GO:0006468
OG0021147	GO:0005525;GO:0003746;GO:0005622;GO:0006414;GO:0003924
OG0032429	GO:0005515
OG0000131	GO:0003746;GO:0006414;GO:0005515
OG0005464	GO:0005201
OG0027757	GO:0005515
OG0024931	GO:0005509;GO:0016020;GO:0007156
OG0036417	GO:0005885;GO:0015629;GO:0030041;GO:0030833;GO:0034314
OG0022463	GO:0000287;GO:0004427;GO:0005737;GO:0006796
OG0005430	GO:0016020
OG0035307	GO:0004553;GO:0005975
OG0002807	GO:0006812;GO:0015299;GO:0016021;GO:0055085
OG0006284	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0035186	GO:0016787
OG0031310	GO:0006886;GO:0016192;GO:0030117;GO:0005488;GO:0005198;GO:0030126
OG0029914	GO:0004411;GO:0006559;GO:0006570;GO:0055114
OG0002218	GO:0005515
OG0028147	GO:0003676;GO:0003723
OG0025176	GO:0005215;GO:0006810;GO:0016020;GO:0055085
OG0008929	GO:0005643;GO:0006810
OG0032071	GO:0005576;GO:0006030;GO:0008061;GO:0005975
OG0022826	GO:0005515
OG0024125	GO:0004867
OG0002837	GO:0004672;GO:0005524;GO:0006468;GO:0005509
OG0035073	GO:0004930;GO:0007186;GO:0016021
OG0030917	GO:0016020;GO:0016021
OG0003479	GO:0005515
OG0026513	GO:0005515;GO:0006364
OG0008486	GO:0005515
OG0000488	GO:0005509
OG0004069	GO:0003676
OG0000633	GO:0005515
OG0002205	GO:0004842
OG0001782	GO:0005249;GO:0006813;GO:0008076;GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515;GO:0051260
OG0002652	GO:0004386
OG0004932	GO:0003723;GO:0006355;GO:0005515
OG0031517	GO:0003676
OG0004089	GO:0005789;GO:0006506;GO:0016021
OG0011116	GO:0006629;GO:0016021;GO:0016491
OG0001998	GO:0005525;GO:0007264;GO:0005515
OG0010772	GO:0004222;GO:0006508;GO:0008270;GO:0031012;GO:0008237
OG0020281	GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241
OG0007283	GO:0000398;GO:0000956
OG0032477	GO:0003676
OG0003625	GO:0032324
OG0037388	GO:0005515
OG0027617	GO:0005524
OG0018343	GO:0005488;GO:0005515;GO:0005525;GO:0007264
OG0012521	GO:0005515
OG0033183	GO:0005515
OG0016099	GO:0004496;GO:0005524;GO:0005737;GO:0008299
OG0019013	GO:0005634
OG0005264	GO:0006662;GO:0015035;GO:0045454
OG0006903	GO:0006810;GO:0016020;GO:0055085;GO:0003333;GO:0015171
OG0033611	GO:0004129;GO:0016020;GO:0022904
OG0002978	GO:0004930;GO:0007186;GO:0016021
OG0000384	GO:0005515;GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0001842	GO:0005524;GO:0016887
OG0006040	GO:0005515
OG0017501	GO:0003723;GO:0003743;GO:0005737;GO:0006413
OG0014409	GO:0009522;GO:0009538;GO:0015979
OG0003495	GO:0008152;GO:0008168;GO:0003676
OG0021206	GO:0003676
OG0012063	GO:0004298;GO:0005839;GO:0051603
OG0002495	GO:0005524
OG0034634	GO:0016020;GO:0030001;GO:0046873;GO:0055085
OG0009000	GO:0005524;GO:0003824
OG0018796	GO:0008376;GO:0032580
OG0004250	GO:0005524;GO:0016887;GO:0006810;GO:0016021;GO:0042626;GO:0055085
OG0010988	GO:0055114
OG0007832	GO:0008270
OG0005732	GO:0005515
OG0003908	GO:0008237
OG0016664	GO:0008168;GO:0003723;GO:0006396;GO:0008173
OG0020715	GO:0016021
OG0033676	GO:0005509
OG0024241	GO:0046983
OG0015235	GO:0008190;GO:0045947
OG0024055	GO:0008289
OG0019503	GO:0016491;GO:0055114;GO:0004499;GO:0050660;GO:0050661
OG0015822	GO:0005515
OG0036430	GO:0005622;GO:0006810
OG0032190	GO:0005515
OG0027639	GO:0004857
OG0005128	GO:0005488
OG0033698	GO:0016787
OG0026311	GO:0016020;GO:0016525;GO:0004930;GO:0007186;GO:0016021
OG0015048	GO:0008641
OG0002300	GO:0005643;GO:0006810
OG0023560	GO:0016021;GO:0033227;GO:0051033
OG0036038	GO:0005515;GO:0046872;GO:0016021;GO:0016192
OG0015452	GO:0006751;GO:0036374
OG0016410	GO:0016021;GO:0055085
OG0035941	GO:0005096;GO:0051056
OG0017240	GO:0005524;GO:0006139;GO:0019205;GO:0004127;GO:0006207;GO:0006221;GO:0009041
OG0009350	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0036094	GO:0005524;GO:0016887;GO:0006810;GO:0016021;GO:0042626;GO:0055085
OG0024489	GO:0003676;GO:0008270
OG0022465	GO:0006351;GO:0046983;GO:0003899
OG0033587	GO:0003785;GO:0007015
OG0010780	GO:0003677;GO:0005524;GO:0006270;GO:0042555
OG0016866	GO:0016021
OG0012952	GO:0042302
OG0023965	GO:0005515
OG0032217	GO:0046907
OG0037292	GO:0004222;GO:0005524;GO:0006508
OG0003028	GO:0016788
OG0016944	GO:0005854
OG0023098	GO:0004298;GO:0005839;GO:0051603
OG0021649	GO:0004609;GO:0008654
OG0016352	GO:0005506;GO:0016705;GO:0020037;GO:0055114
OG0015305	GO:0005515
OG0014821	GO:0005515
OG0002539	GO:0004553;GO:0005975;GO:0004563
OG0011032	GO:0005515;GO:0005509
OG0022460	GO:0004930;GO:0007186;GO:0016021
OG0018073	GO:0000166;GO:0004812;GO:0005524;GO:0005737;GO:0006418;GO:0016876;GO:0043039;GO:0006412
OG0016975	GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0017090	GO:0004842;GO:0016567;GO:0046872
OG0035931	GO:0003777;GO:0007018;GO:0030286
OG0009236	GO:0005515
OG0006732	GO:0004601;GO:0006979;GO:0020037;GO:0055114
OG0012727	GO:0003676
OG0029076	GO:0003777;GO:0005524;GO:0007018;GO:0008017
OG0005058	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0033541	GO:0005096
OG0009971	GO:0004559;GO:0006013;GO:0003824;GO:0005975;GO:0030246
OG0037162	GO:0008152;GO:0016846
OG0008080	GO:0005509
OG0003699	GO:0016020
OG0013097	GO:0005515
OG0016292	GO:0005515;GO:0005164;GO:0006955;GO:0016020
OG0022992	GO:0016787
OG0026612	GO:0006621;GO:0016021;GO:0046923
OG0000065	GO:0004497;GO:0005506;GO:0020037;GO:0055114;GO:0016705
OG0002878	GO:0004721;GO:0005634;GO:0006397
OG0015532	GO:0005249;GO:0006813;GO:0016020;GO:0005216;GO:0006811;GO:0055085
OG0010131	GO:0006629
OG0012631	GO:0004672;GO:0005524;GO:0006468
OG0026986	GO:0004553;GO:0005975
OG0004750	GO:0004672;GO:0005524;GO:0006468
OG0002813	GO:0003824;GO:0046872
OG0020549	GO:0006891;GO:0017119
OG0017906	GO:0003924;GO:0005525
OG0025097	GO:0016810
OG0035565	GO:0003676
OG0000870	GO:0005509
OG0023447	GO:0005488
OG0012059	GO:0004842
OG0013345	GO:0016779;GO:0003896;GO:0006269
OG0034549	GO:0004930;GO:0007186;GO:0016021
OG0016731	GO:0004930;GO:0007186;GO:0016021
OG0031561	GO:0046983
OG0019239	GO:0006400;GO:0016763;GO:0008479;GO:0101030
OG0024220	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015935
OG0005099	GO:0006511
OG0033511	GO:0005085
OG0002778	GO:0005515;GO:0003677;GO:0004518
OG0013680	GO:0005515
OG0013378	GO:0016021;GO:0051205
OG0007250	GO:0003676;GO:0000287;GO:0004523
OG0002738	GO:0046872;GO:0003676
OG0034319	GO:0004930;GO:0007186;GO:0016021
OG0012783	GO:0008276;GO:0008168
OG0027655	GO:0004181;GO:0006508;GO:0008270;GO:0004180
OG0006921	GO:0004930;GO:0007186;GO:0016021;GO:0004965
OG0024945	GO:0006801;GO:0046872;GO:0055114
OG0003957	GO:0003824;GO:0008152
OG0020026	GO:0003677;GO:0006355;GO:0005634;GO:0003700
OG0030977	GO:0003735;GO:0005622;GO:0005840;GO:0006412
OG0021562	GO:0003723;GO:0003676
OG0030288	GO:0005515
OG0030770	GO:0004672;GO:0005524;GO:0006468
OG0015008	GO:0006836;GO:0019905
OG0015883	GO:0005515
OG0013035	GO:0003677;GO:0006355;GO:0003676
OG0014082	GO:0005515
OG0024291	GO:0006508;GO:0008234
OG0013142	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015935
OG0035845	GO:0003777;GO:0007018;GO:0030286
OG0033469	GO:0030246
OG0001175	GO:0003824
OG0008813	GO:0005515
OG0006224	GO:0008152
OG0018896	GO:0005488
OG0026115	GO:0003824
OG0017341	GO:0008080
OG0020980	GO:0003779;GO:0005622
OG0005116	GO:0005319;GO:0006869
OG0003673	GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0017028	GO:0046872
OG0011526	GO:0005524;GO:0006139;GO:0019206
OG0010066	GO:0005509
OG0000763	GO:0008234
OG0014069	GO:0046872
OG0002294	GO:0015074;GO:0003676
OG0034384	GO:0005488
OG0000184	GO:0005524;GO:0006457;GO:0051082
OG0021467	GO:0003824;GO:0004553;GO:0005975;GO:0030246
OG0006199	GO:0000334;GO:0005506;GO:0055114
OG0012728	GO:0004672;GO:0005524;GO:0006468
OG0002754	GO:0016021
OG0036603	GO:0016020
OG0012495	GO:0003677;GO:0000785;GO:0005634;GO:0006355
OG0035248	GO:0004930;GO:0007186;GO:0016021
OG0003285	GO:0005515;GO:0005216;GO:0006811;GO:0016020;GO:0055085
OG0030514	GO:0006629;GO:0008081
OG0030774	GO:0005509;GO:0007155;GO:0030246
OG0008723	GO:0005515;GO:0004364;GO:0008152
OG0021198	GO:0004930;GO:0007186;GO:0016021
OG0008616	GO:0004114;GO:0007165;GO:0008081
OG0006048	GO:0005515
OG0028214	GO:0035556
OG0023502	GO:0003723;GO:0003676;GO:0005524
OG0033111	GO:0003677;GO:0005524;GO:0006270;GO:0003678;GO:0005634;GO:0042555
OG0035114	GO:0005524;GO:0006457;GO:0006950;GO:0051082
OG0014071	GO:0003676
OG0003068	GO:0019904
OG0020187	GO:0003735;GO:0005622;GO:0005840;GO:0006412
